age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
17, Private,11.935916099944212, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
69, Private,12.504319958749166, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,8, United-States, <=50K
46, Local-gov,10.415502468813338, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,12.403586545370171, HS-grad,9, Separated, Tech-support, Not-in-family, White, Male,0,0,46, United-States, <=50K
40, Private,12.32577384034246, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
56, Private,12.282288038369323, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Local-gov,12.183417954965368, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,11.15756394382831, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
22, Private,12.154189703650493, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Private,11.071423768997114, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,11.453546941450728, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
35, Private,11.040246259560732, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,12.472264191985898, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private,11.893195834443837, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
39, Private,11.899941429409862, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc,12.245043327428245, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private,12.104078678903807, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
56, Local-gov,11.561677533175923, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
80, Self-emp-not-inc,13.239854814994573, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
38, Self-emp-not-inc,12.719991480382319, Some-college,10, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,15, United-States, <=50K
52, State-gov,11.868899163093577, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
26, Local-gov,12.304360206714119, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,0,0,38,non_usa, <=50K
43, Private,11.47712210600495, HS-grad,9, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40,non_usa, <=50K
45, Private,10.854063762376834, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
41, Self-emp-inc,11.652400409643747, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
30, Private,12.884017351846921, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private,10.641560296449066, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
43, Local-gov,11.870921535836343, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
44, Private,12.250921720466344, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
54, Private,12.118595705637498, HS-grad,9, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private,11.541921001811481, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,2258,40, United-States, >50K
33, Self-emp-not-inc,12.965648746795969, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
18, Private,12.732669251008362, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
38, Private,11.402652904951381, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,40,non_usa, <=50K
41, Self-emp-not-inc,10.390010237778945, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
66, Self-emp-inc,11.629605670510745, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc,11.902620205286008, 10th,6, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1977,35, United-States, >50K
60, Self-emp-not-inc,10.712527093663306, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,10, United-States, <=50K
24, Local-gov,11.621331338814015, 10th,6, Never-married, Craft-repair, Unmarried, Black, Male,0,0,65,non_usa, <=50K
61, Private,12.051924465699791, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
35, Local-gov,12.159840207588472, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,11.599149031718847, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private,12.910290815899119, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc,12.543148271503984, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
39, Self-emp-not-inc,12.002756231015704, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc,12.166583096243697, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
52, Private,12.110414905333732, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,12.11781503777201, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,44,non_usa, <=50K
37, Private,12.72238717763916, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
38, Local-gov,11.369551507114187, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private,12.102166627133728, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,11.758730298827517, Masters,14, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc,11.891649530553915, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3103,0,60, United-States, >50K
49, Self-emp-not-inc,11.533805942549584, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
38, Private,11.933193796048073, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
22, Private,12.21970431076112, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,55, United-States, <=50K
40, Federal-gov,12.20258155877199, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private,12.493005687528672, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Federal-gov,12.75205013899839, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States, <=50K
24, Private,12.230448134671487, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,56, United-States, <=50K
58, Federal-gov,12.408319371131398, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,4787,0,40, United-States, >50K
24, Private,12.157181726285119, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private,12.10147850280025, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private,12.023260968646989, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private,10.307685191077328, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,12.160703871723937, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,12.84451809800741, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private,11.664426924424296, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,27828,0,48, United-States, >50K
48, Private,12.391011607262643, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
40, Private,12.360166180867575, 7th-8th,4, Separated, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
50, Self-emp-inc,12.620523923467974, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7688,0,50,non_usa, >50K
57, Private,10.28789925144646, HS-grad,9, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
36, Local-gov,11.830025553054556, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
41, Private,11.855706331701002, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
90, Private,12.332564317363458, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
66, Private,11.930273029573433, 7th-8th,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,10, United-States, <=50K
34, Self-emp-not-inc,10.94128770180748, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,2179,12, United-States, <=50K
23, Private,11.19666557562007, HS-grad,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,1,non_usa, <=50K
35, Private,12.474747724085562, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, <=50K
32, Private,12.092987930460012, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
33, Private,12.596725254914528, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, >50K
32, Self-emp-inc,12.842215518022325, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,10.942172892623889, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,12.729901361470816, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
40, Private,12.12141304639638, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc,11.588459562580594, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Local-gov,10.027517700952979, HS-grad,9, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private,12.228763255449872, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, >50K
29, Private,11.650955473631058, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,12.157885049779923, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
33, State-gov,12.301682780343496, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,48, United-States, >50K
52, Private,11.762734315993836, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private,11.967783730014315, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Local-gov,11.932760167490123, 11th,7, Never-married, Protective-serv, Own-child, White, Male,0,0,10, United-States, <=50K
63, Private,12.735980048608559, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Private,12.39189224370396, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
58, Private,11.454713555221815, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc,12.574583270644572, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
59, Private,12.081908669908863, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc,11.285108510298423, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov,12.258574958759812, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
20, Private,13.109162629665102, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,11.367425592112635, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
64, Private,12.651533807163217, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,3, United-States, <=50K
34, Private,12.130314081129022, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private,11.523637881599875, Assoc-acdm,12, Married-spouse-absent, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
51, Private,11.899547485276912, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, State-gov,12.021711009188326, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
55, Private,12.093150277665057, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
35, Private,11.74938003034411, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, <=50K
30, Private,11.973005013018271, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, Private,10.749548934513161, 10th,6, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,10.524923885542073, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States, >50K
55, Private,11.862715764034743, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov,11.310246086788373, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States, >50K
50, Private,12.08788015105697, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,11.734403630298704, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,0,45, United-States, >50K
32, Self-emp-not-inc,11.771412993830227, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
60, Private,11.647569987835348, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
53, Private,12.152202349313331, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private,11.6229003181788, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Male,8614,0,40, United-States, >50K
45, Private,12.414837314416186, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
31, Private,11.902626977898915, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,13.002556795759045, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,12.54877898114151, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
28, Private,12.480395884778964, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private,12.586876140567476, 12th,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,non_usa, <=50K
47, Self-emp-inc,11.480381611894199, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
34, Private,12.972828030523612, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Private,12.666903079374746, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
48, Private,11.59503065963907, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,99999,0,40, United-States, >50K
32, Private,12.242404574777565, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private,12.139339718444067, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,42, United-States, >50K
46, Local-gov,12.896681607537113, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,52, United-States, >50K
38, Private,12.384135145403745, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,12.121603488903723, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
45, Private,12.567899296608509, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
31, Private,11.620550414860553, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc,12.472038110193141, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private,12.120482076895971, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private,12.0581293267789, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private,12.873165849764499, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private,12.069181328963356, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, State-gov,12.153952693766072, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,12.198776090297535, Masters,14, Widowed, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
21, Private,11.320517208025235, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private,12.170911680436584, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
79, Private,12.056528008250156, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, White, Female,2964,0,30, United-States, <=50K
55, Private,12.24745928061094, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
60, Private,12.005967900998689, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,2597,0,40, United-States, <=50K
37, Private,12.98102329041377, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private,12.165526654584093, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,1590,40, United-States, <=50K
20, State-gov,12.093060710052645, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private,11.480681159991985, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40,non_usa, <=50K
34, Private,11.949029697710374, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
43, Private,11.984465413472945, Some-college,10, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc,12.01995991129621, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
23, Private,12.13786339550314, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private,11.997275687922885, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
58, Private,12.122109345702647, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private,11.624726197837926, Masters,14, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Federal-gov,12.076356821499623, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
25, State-gov,11.553078435743997, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov,11.67519736395848, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
34, Self-emp-inc,12.218248221460307, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private,11.604318893399439, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
60, Private,11.523825839438517, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, >50K
39, Private,12.373242492723369, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
21, Private,11.827553706406617, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private,12.028875934253467, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2179,45, United-States, <=50K
33, Private,12.392465071746688, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,12.423648727207532, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
39, Private,11.925187422078665, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,114,0,45, United-States, <=50K
29, Private,12.373432837183968, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,40, United-States, >50K
52, Private,11.030606310001843, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,12.401495504243783, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
24, Private,12.871038949073423, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
77, Self-emp-inc,11.350159446124865, Doctorate,16, Married-civ-spouse, Farming-fishing, Husband, White, Male,20051,0,40, United-States, >50K
34, Self-emp-not-inc,11.376062815580356, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
53, Self-emp-not-inc,12.034922455999142, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
31, Private,12.095213707884097, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private,12.189145180989426, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
50, Self-emp-not-inc,11.140382429004244, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,7688,0,55, United-States, >50K
32, Private,11.960581230552057, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private,10.488046792679175, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private,12.115677367782787, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
77, Private,12.749631638912799, 9th,5, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,0,10, United-States, <=50K
37, Self-emp-not-inc,12.0854687600152, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private,11.167148069327736, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc,13.161734079308735, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Male,0,0,60, United-States, <=50K
53, Local-gov,12.681592283588676, HS-grad,9, Married-spouse-absent, Transport-moving, Other-relative, White, Female,0,0,35, United-States, <=50K
32, Private,11.972979763362297, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private,12.652894005417766, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,12.248442241896683, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,594,0,20, United-States, <=50K
33, Private,10.357139468227567, Bachelors,13, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
31, Private,12.466631434954206, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,12.134786074094988, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private,12.001223231371606, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private,12.42647243617332, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
21, Private,12.638624246576839, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,non_usa, <=50K
24, Private,11.54310543347136, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,12.132679033545074, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, Private,12.034815650089113, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,12.196880527161259, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21, Private,12.77600079213098, 10th,6, Separated, Sales, Unmarried, Black, Female,0,0,38, United-States, <=50K
31, Private,12.513810989578287, Assoc-voc,11, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,10.013596775216158, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Private,12.641782404774146, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
25, Self-emp-inc,11.9109496244238, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
23, Local-gov,12.690462914011523, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
53, Self-emp-inc,10.917612548758637, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private,11.686912384974125, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2179,40, United-States, <=50K
45, Private,12.437497809428683, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
70, Private,12.663079683780124, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc,12.879845856906922, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
40, State-gov,12.068435693762362, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States, >50K
17, Private,11.750618655076938, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private,11.74460051929507, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private,12.49014571335218, Masters,14, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
41, Private,12.553074960053124, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,12.702346909926185, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, State-gov,12.554963874806862, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,12.566104448906506, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
